@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R52-53,56,7,21,55,16,24,57,25,23,27,5,19,26,3,11,17,2,8,6,20,10,9,18,12,54,30,58'

@attribute attribute_51 numeric
@attribute attribute_52 numeric
@attribute attribute_55 numeric
@attribute attribute_6 numeric
@attribute attribute_20 numeric
@attribute attribute_54 numeric
@attribute attribute_15 numeric
@attribute attribute_23 numeric
@attribute attribute_56 numeric
@attribute attribute_24 numeric
@attribute attribute_22 numeric
@attribute attribute_26 numeric
@attribute attribute_4 numeric
@attribute attribute_18 numeric
@attribute attribute_25 numeric
@attribute attribute_2 numeric
@attribute attribute_10 numeric
@attribute attribute_16 numeric
@attribute attribute_1 numeric
@attribute attribute_7 numeric
@attribute attribute_5 numeric
@attribute attribute_19 numeric
@attribute attribute_9 numeric
@attribute attribute_8 numeric
@attribute attribute_17 numeric
@attribute attribute_11 numeric
@attribute attribute_53 numeric
@attribute attribute_29 numeric
@attribute attribute_57 {0,1}

@data
0,0,3,0,0,1.181,0,0,13,0,0,3.03,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,0,0,2.288,0,0,103,0,0,0,0,0,0,0,0,0.42,0,0,0,0.42,0,0,0,1.69,0,0,0
0,0,17,0,0.32,1.973,0,0,148,0,0,0,0,0.97,0,0.32,0,0,0,0,0,0,0,0.32,0,1.3,0,0.32,0
0.072,0,13,0,0.47,2,0,0,168,2.83,0,1.88,0,1.88,2.35,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0
0.208,0,11,0,0,1.758,0,0,51,1.26,0,1.26,0,2.53,1.26,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0
0,0.029,81,0,0.22,4.296,0.11,0,653,0.56,0,0.11,0.11,0.45,0.68,0.34,0,0,0.11,0,0,0,0,1.02,0,0.45,0,0,0
0,0,10,0,0,4.25,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.407,0.407,17,0,0,3.294,0,0,112,2.33,0,0.58,1.16,2.33,0,0.58,0,0.58,0,0,0,0,0,0,0,0,0,0,0
0.448,0,4,0,0,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,0,0,0
0,0,9,0.88,0,1.629,0,0,44,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0
0,0,12,0,0.63,1.981,0,0,105,2.54,0,1.91,0,0,1.91,0,0,0,0,0,0,0,0.63,0,0,0.63,0,0.63,0
0,0,11,0,0,2.909,0,0,32,7.69,0,3.84,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0
0,0,4,0,0,1.75,0,0,7,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,6,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,35,0,0.54,4.114,0,0,251,2.71,0,0.54,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0.54,0,0.54,0
0,0,9,0,0,1.666,0,0,25,0,0,2.38,0,2.38,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0
0,0,76,0,0,2.481,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,6,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,34,0,1.31,3.041,0,0,146,2.63,0,1.31,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0.65,0,0.65,0
0,0,10,0,0,1.677,0,0,156,0.64,0,0,0.32,0.32,0.64,0.32,0,0,0,0,0,0,0,0,0,0.64,0,0,0
0,0,11,0,0,1.857,0,0,26,0,0,0,0,1.96,0,0,0,0,0,0,0,0,1.96,0,1.96,0,0,0,0
0,0,11,0,0,1.857,0,0,26,0,0,0,0,1.96,0,0,0,0,0,0,0,0,1.96,0,1.96,0,0,0,0
0,0,11,0,0,2.312,0,0,37,2.4,0,1.2,0,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0
0,0,7,0,0,1.454,0,0,48,2.22,0,0,0,1.11,1.11,0,0,0,0,0,0,0,1.11,0,0,3.33,0,3.33,0
0,0,8,0,0,4.226,0,0,317,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.224,0.336,42,0,0.33,4.115,0,0,321,1.98,0,0.66,0.66,1.32,0.66,0.33,0,0.33,0,0.33,0,0,1.32,0,0,0,0,0,0
0,0,48,0,1.03,2.926,0.17,0,319,0.34,0,0.17,0.17,2.24,0.69,0,0,0,0,0,0.17,0,0.17,0.34,0,2.07,0.062,0,0
0,0.031,12,0,0,1.793,0,0,391,0.87,0,0,0.1,0.1,0,0,0,0,0.1,0.1,0.21,0,0,0,0,1.19,0,0.1,0
0.013,0.12,24,0,0,2.658,0,0,577,2.66,0,0,0,0,0,0,0,0.38,0,0.28,0.09,0,0,0,0,0.76,0,0,0
0,0,12,0,1.73,1.9,0.57,0,76,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0,3.46,0
0,0,8,0,0,1.389,0,0,82,0.6,0,0,0.6,0,0.3,0,0,0,0.3,0.6,0.3,0,0,0,0,0,0,0,0
0,0,200,0,1.4,17.952,0,0,377,0,0,0.7,0,1.4,0,0,0,0.7,0,0,0,0,0,0,0,1.4,0,0,0
0,0,44,0,0,3.322,0,0,319,2.65,0,0,0,0.24,1.2,0,0,0,0,0,0.24,0,0,0,0,0.72,0,0,0
0,0,9,0,0,1.483,0,0,89,0.23,0,0,0.69,0.23,0.23,0.23,0,0,0,0,0,0,0,0,0,1.39,0,0,0
0,0,19,0.68,2.06,3.369,0,0,155,0,0,0.68,0,1.37,0,0,0,0,0,0,0,0,0.68,0,0,0,0.072,0,0
0,0,11,0,1.16,2.08,0.19,0,156,0.19,0,0,0.19,2.51,0.58,0,0,0,0,0,0.19,0,0.19,0.38,0,2.32,0.071,0,0
0,0,7,0,0,1.592,0,0,129,0,0,0,0.63,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,0,1.592,0,0,129,0,0,0,0.63,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18,0,0.21,2.524,0,0,260,2.13,0,0.21,0.64,0.85,0.21,0.42,0,0,0,0,0,0,0,0,0,0.21,0,0,0
0,0.027,157,0,0.49,4.634,0,0,380,0.74,0,0,0.24,0.99,0,0,0,0,0,0,0.49,0,0.49,0,0,0.24,0,0,0
0.149,0,18,0.23,0.23,1.533,0,0,184,0,0,0,0.47,0.23,0,0,0.23,0,0.23,0,0,0,0,0,0.23,0,0,0,0
0,0,4,0,0,1.272,0,0,14,0,0,3.03,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18,0,0,2.379,0,0,69,1.25,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.112,0,17,0,0.19,2.101,0,0,311,1.58,0,0,0,0.19,1.19,0.19,0.19,0,0,0,0,0,0.19,0,0.19,1.98,0,0.39,0
0,0,3,0,1.76,1.37,0,0,37,0.88,0,0,0,2.65,0,0,0,0.88,0,0,0,0,0,0,0.88,0,0,0,0
0.029,0.048,23,0,0.83,1.793,0.27,0.06,888,1.46,0,0,0.13,1.04,0.48,0,0.06,0.06,0.06,0,0.13,0.13,0.27,0.13,0,0.41,0.009,0.06,0
0.042,0,18,0,0.37,1.877,0,0,552,0,0.09,0,0.28,1.22,0,0.28,0,0.18,0.09,0.28,0,0,0,0,0.28,0.09,0.042,0,0
0,0,12,0,0,1.488,0,0,64,0,0,0.68,0,1.37,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0
0,0,4,0,0,2.5,0,0,5,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,0,3.2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,0,0,2.705,0,0,46,4,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,4,0
0,0,5,0,0,2.187,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,0,0,2.166,0,0,52,0,0,0,0,3.6,0.9,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0
0,0,8,0,0,3.333,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14,0,2.35,4.476,0,0,94,1.17,0,2.35,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,0,0,2.352,0,0,40,1.85,0,0,1.85,1.85,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14,0,0,5,0,0,270,0.42,0,0.85,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14,0,0,4.758,0,0.84,276,1.27,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,0,0,1.827,0,0,466,1.81,0,0,0,0,0,0.24,0,0.72,0,0.12,0,0,0,0.12,0,0.6,0,0,0
0.056,0,17,0,0.67,1.866,0,0,112,0,0,0,0,1.35,0,0,0.33,0,0,0,0,0,0.33,0.33,0.33,0.33,0,0,0
0,0.028,32,0,0.2,2.785,0,0,507,0.51,0,0.1,0,0.4,0.61,0.1,0,0.1,0,0,0,0,0,0.92,0,0.4,0,0,0
0,0.018,81,0,0.19,2.43,0.02,0,3337,0,0.04,0.1,0.08,0.25,0,0.12,0.02,0.14,0.02,0.08,0.02,0,0.06,0,0.12,0.5,0.003,0,0
0,0,7,0,1.66,1.722,0,1.66,31,1.66,0,1.66,0,3.33,0,0,0,0,0,0,0,0,0,0,0,1.66,0.29,0,0
0.122,0.061,38,0,0,4.309,0,0,237,1.52,0.5,0,0,0,2.03,0.5,0,0,0,0,0,0,0,0,0,0.5,0,1.52,0
0,0,6,0,0,1.8,0,0,18,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,0,0.99,2.347,0,0,54,2.97,0,0,0,1.98,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.031,12,0,0,1.614,0,0,339,0.99,0,0,0.11,0.22,0,0,0,0,0.11,0.11,0.22,0,0,0,0,1.32,0,0.22,0
0,0,15,0,0,1.79,0,0,188,0.21,0,0,0,0,0.21,0.21,0,0,0,0.21,0,0,0.21,0,0.21,0,0,0,0
0.087,0,64,0,0.6,2.74,0.3,0,148,0,0,0,0,3.63,0,0,0.3,0,0,0,0.3,0,0,0,0.9,2.42,0,0,0
0,0,12,0,1.74,1.7,0.58,0,68,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,3.48,0
0.952,0,12,0,0,3.2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,0
0.229,0,15,0,1.4,2.653,0,0,69,1.4,0,1.4,0,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,26,0,0,3.85,0,0,77,0,0,1.66,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0
0,0,13,0,0,2.034,0,0,59,2.56,0,0,0,2.56,1.28,1.28,0,0,0,0,0,0,0,0,0,1.28,0,0,0
0.134,0,8,0,1.48,2.75,0,0,22,0,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022,0.045,21,0,0,1.74,0.19,0,395,0.19,0,0,0.19,0.38,0,0,0.19,0,0,0,0,0.19,0,0,0.19,0.77,0,0,0
0,0,6,0,0,1.785,0,0,25,0,0,1.06,1.06,4.25,0,2.12,0,0,0,0,0,0,1.06,0,0,1.06,0,0,0
0,0,9,0,0,1.8,0,0,36,0,0,0.68,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0
0,0,11,0,0,3.333,0,0,30,8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,11,0,0,3.333,0,0,30,8.33,0,4.16,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0
0,0,19,0,0,4.054,0,0,296,7.2,0,0,0,0,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,1.214,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1.277,0,0,69,0,0,0,0,1.84,0,0.36,0,0,0,0,0,0,0,0.36,0.36,0,0,0,0
0.238,0,1,0,0,1,0,0,16,0,0,0,0,2.43,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,29,0,8,5.888,0,0,53,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
0,0,3,0,1.21,1.333,0,0,24,0,0,1.21,1.21,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0
0,0,5,0,0,1.468,0,0,69,1.5,0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,0,0,2,0,0,0
0,0,34,0,0,5.291,0,0,127,5.43,0,2.17,0,2.17,6.52,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0
0,0.043,23,0,0,2.148,0,0,623,2.06,0,0,0.25,0.12,0,0.25,0,0.5,0,0.5,0.25,0,0,0,0,0.56,0,0,0
0,0,8,0,0,2.176,0,0,37,0,0,0,0,1.31,2.63,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0
0.022,0.044,21,0,0,1.759,0.19,0,403,0.38,0,0,0.19,0.38,0,0,0.19,0,0,0,0,0.19,0,0,0.19,0.76,0,0,0
0,0,39,0,0,3.846,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,3,0,0,0
0,0,1,0,0,1,0,0,12,0,0,0,0,1.69,0,1.69,0,0,0,0,0,0,0,0,0,1.69,0,0,0
0,0,5,0,0,1.714,0,0,12,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,1.444,0,0,13,0,0,0,0,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,6,0,0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,1.384,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,1.363,0,0,30,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,7,0,0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,0,1.529,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,0,2.285,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1.5,0,0,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,1.833,0,0,11,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1.5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,0,2.5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,0,2.25,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1.5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1.5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,6,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,1.4,0,0,7,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,1.6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,0,0,3.333,0,0,10,0,0,14.28,0,0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,2,0,0,6,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,7,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,1.142,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,33,0,0,3.901,0,0,398,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1.4,0,0,14,2.63,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0
