@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R52-53,56,7,21,55,16,24,57,25,23,27,5,19,26,3,11,17,2,8,6,20,10,9,18,12,54,30,58_clustered'

@attribute Instance_number numeric
@attribute attribute_51 numeric
@attribute attribute_52 numeric
@attribute attribute_55 numeric
@attribute attribute_6 numeric
@attribute attribute_20 numeric
@attribute attribute_54 numeric
@attribute attribute_15 numeric
@attribute attribute_23 numeric
@attribute attribute_56 numeric
@attribute attribute_24 numeric
@attribute attribute_22 numeric
@attribute attribute_26 numeric
@attribute attribute_4 numeric
@attribute attribute_18 numeric
@attribute attribute_25 numeric
@attribute attribute_2 numeric
@attribute attribute_10 numeric
@attribute attribute_16 numeric
@attribute attribute_1 numeric
@attribute attribute_7 numeric
@attribute attribute_5 numeric
@attribute attribute_19 numeric
@attribute attribute_9 numeric
@attribute attribute_8 numeric
@attribute attribute_17 numeric
@attribute attribute_11 numeric
@attribute attribute_53 numeric
@attribute attribute_29 numeric
@attribute attribute_57 {0,1}
@attribute Cluster {cluster0,cluster1}

@data
4021,0,0,11,0,0.54,1.373,0,0,169,1.09,0,0.54,0,1.63,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,cluster1
4022,0,0,2,0,0,1.25,0,0,5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4023,0,0,12,0,0,2.222,0,0,140,1.74,0,1.16,0,2.9,1.16,0,0,0,0,0,0,0,0.58,0,0,0,0,1.16,0,cluster1
4024,0,0,17,0,0,2.604,0,0,112,2.68,0,2.01,0,2.68,1.34,0,0,0,0,0,0,0,0.67,0,0,0.67,0,0.67,0,cluster1
4025,0,0,15,0,1.03,2.333,0,0,182,2.06,0,1.03,0.34,2.41,1.03,0.34,0,0,0,0,0.34,0,0,0,0,0,0,0.68,0,cluster1
4026,0.222,0,8,0,0,2.826,0,0,65,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,2.4,0,0,0,cluster1
4027,0,0.023,24,0,0,1.878,0,0,740,3.3,0.24,0,0,0,0,0.16,0.16,0.41,0,0.08,0.08,0,0,0.08,0,0.74,0,0,0,cluster1
4028,0,0,15,0,1.78,2.259,0,0,61,1.78,0,1.78,0.89,2.67,0.89,0,0,0,0,0,0.89,0,0,0,0,0,0,0.89,0,cluster1
4029,0,0,10,0,0,2.208,0,0,53,2.63,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,cluster1
4030,0,0,10,0,2.77,3.25,0,0,13,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4031,0.094,0,13,0,0.32,1.919,0,0,167,1.28,0,0.64,0.32,0.64,1.28,0,0,0,0,0,0,0,0,0,0.32,0.32,0,0.32,0,cluster1
4032,0.339,0,12,0,0.76,1.813,0,0,78,1.53,0,2.3,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,cluster1
4033,0.273,0,29,0,0,2.588,0,0,88,8,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,1.6,0,0,0,cluster1
4034,0,0,24,0,0,1.983,0,0,121,2.56,0,2.05,1.53,3.58,0,0.51,0,0,0,0,0.51,0,0,0,0,0.51,0,2.05,0,cluster1
4035,0,0,11,0,0,1.681,0,0,74,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0.51,0.51,0,0,0,cluster1
4036,0,0,12,0,0,2.096,0,0,65,4.21,0,0,0,0,3.15,1.05,0,0,0,0,0,0,0,0,0,1.05,0,0,0,cluster1
4037,1.282,0,1,0,0,1,0,0,8,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4038,0,0,12,0,2.22,1.947,0,0,37,0,0,4.44,0,2.22,0,0,0,0,0,0,0,0,0,0,4.44,0,0,0,0,cluster0
4039,0,0,11,0,0,3.1,0,0,31,8.69,0,4.34,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,cluster1
4040,0,0,9,0,0,5.5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4041,0,0,11,0,0,3.055,0,0,55,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0.199,0,0,cluster1
4042,0,0,4,0,0.84,1.285,0,0,36,0,0,0,0,5.93,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,cluster0
4043,0,0,11,0,0.69,1.526,0,0,87,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,cluster1
4044,0.287,0,2,0,1.58,1.076,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,cluster1
4045,3.26,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4046,0.077,0,15,0,0.9,1.545,0,0.45,68,0,0,0,0,3.63,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4047,0.497,0,10,0,0,1.722,0,0,31,0,0,0,0,1.4,0,1.4,0,0,0,0,0,0,0,0,0,1.4,0,0,0,cluster1
4048,0.047,0,3,0,0.26,1.081,0,0,53,0,0,0,0.52,1.31,0,0.52,0,0,0,0,0,0,0.26,0,0.26,0.26,0,0,0,cluster1
4049,0,0,6,0,0.55,1.195,0.27,0,55,0,0,0,0,2.79,0,0.27,0,0,0,0,0.27,0,0,0,0.27,0.27,0,0,0,cluster1
4050,0,0,1,0,1.23,1,0,0,14,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4051,0,0,2,0,3.63,1.125,0,0,9,0,0,0,0,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4052,0,0,11,0,0.97,2.344,0,0,68,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0.97,0.127,0,0,cluster1
4053,0,0,5,0,0,1.666,0,0,25,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4054,0,0,7,0,2.15,2.315,0,0,44,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4055,0.457,0,3,0,0.86,1.192,0,0,31,0,0,0,0.86,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4056,0.247,0,5,0,0,1.684,0,0,32,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4057,0,0,5,0,1.39,1.206,0,0,70,0,0,0,0,4.19,0,0,0,0,0,0,0.34,0,0,0,0,0.69,0,0,0,cluster0
4058,0,0,4,0,0,1.222,0,0,22,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4059,0.093,0,4,0,0.99,1.275,0,0,51,0,0,0,0,2.47,0,0.49,0,0,0,0,0.49,0,0,0,0,0.99,0,0,0,cluster0
4060,0.943,0,5,0,0,2.166,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4061,0.666,0,27,0,1.44,4.437,1.44,0,142,0,0.48,0,0.96,0.96,0,0,0.48,0,0,0,0.48,0,0,0.48,1.92,0.48,0,0,0,cluster0
4062,0,0,1,0,0,1,0,0,5,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4063,0,0.26,5,0,0,1.592,0,0,43,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,2.01,0,0,0,cluster1
4064,0,0.038,4,0,0.59,1.129,0.19,0,96,0,0,0,0.19,2.19,0,0.59,0,0.19,0,0,0,0,0,0,0.19,0.39,0,0,0,cluster1
4065,0,0,1,0,0,1,0,0,6,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4066,1.724,0,1,0,0,1,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4067,0.578,0,5,0,2.32,1.36,0,0,34,0,0,0,0,1.16,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4068,0,0,2,0,0,1.125,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4069,0,0,5,0,2.89,1.645,0,0,51,0,0,0,0,2.31,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,cluster0
4070,0.392,0,7,0,0.54,1.829,0,0,75,0,0,0,0,3.82,0,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,cluster1
4071,0,0,4,0,0,1.5,0,0,24,0,0,0,0,4.16,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,cluster1
4072,0.398,0,5,0,1.06,1.181,0,0,26,0,0,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4073,0,0,1,0,2.59,1,0,0,30,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,cluster0
4074,0,0,15,0,0,2.362,0,0,137,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4075,0,0,3,0,0,1.166,0,0,14,0,0,0,0,5.76,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,cluster0
4076,0,0,3,0,1.34,1.24,0,0,31,0,0,0,0,4.69,0,0.67,0,0,0,0,0,0,0,0,0,1.34,0,0.67,0,cluster0
4077,0.613,0,1,0,3.7,1,0,0,8,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4078,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,cluster1
4079,0,0,3,0,1,1.428,0,0,20,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4080,0,0,5,0,0,1.4,0,0,14,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4081,0,0,1,0,0,1,0,0,7,0,0,0,0,7.14,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,cluster0
4082,2.843,0,5,0,0,1.294,0,0,22,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4083,0,0,5,0,0,1.454,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4084,1.075,0,3,0,0,1.2,0,0,12,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4085,0,0,16,0,0,2.557,0,0,179,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4086,0,0,6,0,0.68,1.607,0,0,45,0,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,cluster1
4087,0.091,0,5,0,0,1.214,0,0,51,0,0,0,0.49,0.99,0,0.49,0,0,0,0,0,0,0,0,0,0.99,0,0,0,cluster1
4088,0,0,5,0,0,1.406,0,0,45,0,0,0,0,1.21,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,cluster1
4089,0,0.197,4,0,1.19,1.428,0,0,30,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,1.19,2.38,0,0,0,cluster0
4090,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,cluster1
4091,0,0.159,5,0,0,1.515,0,0,50,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0,cluster1
4092,1.438,0,1,0,0,1,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4093,0.078,0,9,0,1.39,1.114,0,0,272,0,0,0,0,4.19,0,0.17,0,0,0,0,0.08,0,0,0.08,0.08,0,0,0,0,cluster0
4094,0,0,3,0,0,1.111,0,0,20,0,0,0,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4095,0.371,0,11,0,2.17,1.714,0,0,24,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0,0,cluster0
4096,0,0,2,0,0,1.142,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4097,0,0,3,0,0,1.25,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4098,0.143,0,4,0,0.84,1.37,0,0,37,0,0,0,0,5.04,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,cluster0
4099,0.165,0,4,0,0.93,1.238,0,0,26,0,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,0,1.86,0,0,0,cluster1
4100,0.704,0,1,0,0,1,0,0,10,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4101,0.68,0,1,0,0,1,0,0,11,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4102,0,0,1,0,0,1,7.69,0,6,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4103,0.422,0,4,0,0,1.16,0,0,29,1.04,0,0,0,5.2,0,1.04,0,0,0,0,0,0,1.04,0,0,0,0,0,0,cluster0
4104,0,0,5,0,0,2.222,0,0,20,0,0,0,0,4.61,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,cluster1
4105,0,0,2,0,0,1.076,0,0,28,0,0,0,0.79,3.17,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,cluster1
4106,0.164,0,11,0,0.13,1.279,0,0,183,0,0,0,0,1.65,0,0.41,0.27,0,0,0.27,0,0,0,0,0.27,1.93,0,0,0,cluster1
4107,0,0.118,5,0,0,1.59,0,0,35,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4108,0,0,7,0,0,2.666,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4109,0.546,0,7,0,0,1.75,0,0,14,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4110,0,0,5,0,0.95,1.263,0,0,24,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,cluster1
4111,1.069,0,1,0,2.98,1,0,0,13,0,0,0,0,1.49,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4112,0.054,0,14,0,0,1.786,0,0,134,0,0,0,0,0.41,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4113,0.094,0.189,15,0,0,1.976,0,0,83,0,0,0,0,3.04,0,0,0,0,0,0,0.6,0,0.6,0,0,0.6,0,0,0,cluster1
4114,0.564,0,1,0,0,1,0,0,14,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4115,0,0,1,0,0,1,0,0,9,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,cluster1
4116,0.076,0,12,0,0,1.833,0,0,77,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4117,0.259,0,12,0,0,1.681,0,0,37,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,cluster1
4118,0.117,0,17,0,2.66,2.487,0.66,0,97,0,0,0,0,3.33,0,0.66,0,0,0.66,0,0,0,1.33,0,0,0,0,0,0,cluster0
4119,0,0,15,0,0,2.413,0,0,70,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,cluster1
4120,0,0,1,0,0,1,0,0,8,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4121,0.109,0.218,15,0,0,1.897,0,0,74,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4122,0.248,0,2,0,0,1.1,0,0,11,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4123,0.954,0,63,0,0,9.125,0,0,73,0,0,0,0,4.34,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,cluster1
4124,0,0,5,0,1.36,1.225,0,0,49,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,cluster0
4125,0,0,1,0,2.04,1,0,0,8,0,0,0,0,4.08,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4126,0.169,0.169,7,0,0,1.677,0,0,52,0,0,0,0,3.06,0,0,0,0,0,0,0,0,2.55,0,0,0,0,0,0,cluster1
4127,0,0,5,0,1.69,1.285,0,0,27,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0.84,0,0,0.84,0,0,0,cluster0
4128,0.49,0,7,0,1.16,2.125,0,1.16,34,0,0,0,0,5.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4129,0,0,17,0,3.5,2.483,0,0,226,0,0,0,0.35,1.4,0,0.35,0,0,0,0,0,0,0,0.35,0,0,0.05,0,0,cluster0
4130,0.09,0,6,0,0.52,1.466,0,0,44,0,0,0,0,3.66,0,0.52,0,0,0,0,1.04,0,0.52,0,0,1.57,0,0,0,cluster0
4131,0.147,0,4,0,0,1.333,0,0,24,0,0,0,0,4.08,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,cluster1
4132,0.102,0,4,0,0,1.361,0,0,49,0,0,0,0,4.45,0,0,0,0,0.63,0,0,0,0.63,0,0,0,0,0,0,cluster1
4133,0,0,55,0,1.25,4.176,1.25,0,71,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,cluster1
4134,0.157,0,29,0.2,0.93,2.213,0,0,425,0,0.1,0,0.62,3.61,0,0.62,0.1,0,0.72,0.2,0.1,0,0,0,0.82,0.51,0,0,0,cluster0
4135,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4136,0.213,0,3,0,0,1.333,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4137,0,0.246,4,0,0,1.363,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4138,0,0.211,4,0,0,1.347,0,0,31,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4139,0,0,17,0,0,2.352,1.47,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4140,0,0,4,0,4.76,1.23,0,0,16,0,0,0,0,3.17,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4141,0,0,5,0,0,1.775,0,0,71,0,0,0,0,2.09,0,0.69,0,0,0,0,0,0,0,0,0,0.69,0,0,0,cluster1
4142,0.21,0,5,0,0,1.454,0,0,32,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,cluster1
4143,0,0,5,0,0,1.727,0,0,19,0,0,0,0,3.6,0,0.9,0,0,0,0,0,0,0,0,0.9,0,0,0,0,cluster0
4144,0.069,0,15,0,0.4,2.525,0,0,101,0,0,0,0,1.63,0,0.4,0,0,0,0,0,0,0.4,0.4,0.4,0,0,0,0,cluster1
4145,0,0,20,0,0,2.638,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4146,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4147,0,0,9,0,0,3.149,0,0,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4148,0,0,7,0,0,1.458,0,0,35,0.66,0,0,0.66,3.33,0,0,0,0.66,0,0,0,0,0,0,0,0.66,0,0,0,cluster1
4149,0,0,5,0,0,1.523,0,0,32,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4150,0,0,47,0,0.44,2.063,0,0,97,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,cluster1
4151,0,0,18,0,0,2.6,0,0,182,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0,0,cluster1
4152,0.275,0,9,0,3.9,1.625,0,0,39,0,0,0,0,5.46,0,1.56,0,0,0.78,0,0,0,0,0,1.56,0.78,0,0,0,cluster0
4153,0,0,47,0,0,2.829,0,0,116,0,0,0,0,3.27,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,cluster1
4154,0,0,47,0,0,2.54,0,0,94,0,0,0,0,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0.55,0,0,0,cluster1
4155,0,0,47,0,1.26,4.352,0,0,74,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4156,0,0,47,0,0.62,2.704,0,0,119,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4157,0.045,0,47,0,0.54,2.078,0,0,106,0,0,0,0.27,2.16,0,0.81,0,0,0,0,0,0,0.27,0,0,0.27,0,0,0,cluster1
4158,0.12,0,47,0,0.78,2.862,0,0,83,0,0,0,0,1.56,0,0.78,0,0,0,0,0.78,0,0.78,0,0,0,0,0,0,cluster1
4159,0,0,47,0,2.94,4.312,0,0,69,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4160,0,0,47,0,1.63,2.827,0,0,82,0,0,0,0,5.43,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,cluster0
4161,0.059,0,47,0,0,1.632,0,0,191,0,0,0,0,0.33,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,cluster1
4162,0,0,47,0,0,2.555,0,0,92,0,0,0,0,1.31,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,cluster1
4163,0,0,5,0,1.31,1.314,0,0,46,0,0,0,0,2.63,0,0.43,0,0,0,0,0,0,0,0,0,3.94,0,0,0,cluster0
4164,0,0,47,0,0,2.527,0,0,91,0,0,0,0,2,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,cluster1
4165,0,0,47,0,0,3.304,0,0,76,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4166,0.082,0,47,0,0.32,1.704,0.16,0,167,0,0,0,0,2.43,0,0.16,0,0,0,0,0,0,0,0,0,1.29,0,0,0,cluster1
4167,0,0,47,0,0,2.137,0,0,109,0,0,0,0,0.87,0,1.31,0,0,0,0,0.43,0,0,0,0,0,0,0,0,cluster1
4168,0,0,47,0,0,3.391,0,0,78,0,0,0,0,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4169,0.174,0,47,0,0.33,2.071,0,0,116,0,0.33,0,0,1.35,0,0.67,0,0,0,0,0,0,0,0,0,1.01,0,0,0,cluster1
4170,0.082,0,9,0,1.3,1.111,0.07,0,328,0,0,0,0,3.6,0,0.15,0,0,0,0,0,0,0,0.07,0.07,0.07,0,0,0,cluster0
4171,0.034,0,47,0,0.09,1.429,0.09,0,306,0,0,0,0,0.09,0,0.54,0,0,0,0,0.09,0,0,0.09,0,0.09,0,0,0,cluster1
4172,0,0,47,0,0.09,1.508,0.09,0,187,0,0,0,0.19,0.19,0,0.38,0,0,0,0,0.29,0,0,0,0,0,0,0,0,cluster1
4173,0,0,47,0,0.09,1.536,0.09,0,192,0,0,0,0,1.23,0,0.09,0,0,0,0,0,0,0,0,0,0.47,0,0,0,cluster1
4174,0.471,0,2,0,1.34,1.033,0,0,31,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4175,0.045,0,16,0,0.22,1.276,0,0,97,0,0,0,0.22,2.02,0,1.57,0,0,0,0,0.22,0,0,0,0,0,0,0,0,cluster0
4176,0,0,4,0,0.66,1.142,0,0,56,0,0,0,0,1.66,0,0.66,0,0,0,0,0.66,0,0,0,0,0.66,0,0,0,cluster1
4177,0,0,51,0,0.86,3.103,0,0,90,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4178,0.214,0,51,0,0.86,3.956,0,0,91,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0.86,0,0,1.72,0,0,0,cluster1
4179,0,0,51,0,0,3.772,0,0,83,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,cluster1
4180,0,0,51,0,0.78,2.848,0,0,94,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4181,0,0,51,0,1.36,4.05,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,cluster1
4182,0,0,51,0,0,3.333,0,0,90,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,cluster1
4183,0.047,0,51,0,0.51,1.884,0,0,147,0,0,0,0.25,2.05,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4184,0.057,0,51,0,0.48,1.698,0,0.16,158,0,0,0,0.32,2.26,0,0.48,0,0,0,0,0.16,0,0,0.32,0,0,0,0,0,cluster1
4185,0.756,0,1,0,0,1,0,0,22,0,0,0,0.94,2.83,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4186,0,0,51,0,0,2,0.77,0,114,0,0,0,0,0.77,0,1.16,0,0,0,0,0,0,0,0,0,1.16,0,0,0,cluster1
4187,0,0,51,0,0,4.368,0,0,83,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4188,0,0,51,0,0,3.4,0,0,119,0,0,0,0,4.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4189,0,0,16,0,0,2.29,0,0,71,0,0,0,0,2.29,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4190,0,0,16,0,0.53,1.857,0,0,52,0,0,0,0,2.15,0,0.53,0,0,0,0,0.53,0,0.53,0,0,0,0,0,0,cluster1
4191,0.159,0,4,0,0,1.346,0,0,35,0,0,0,0,4.65,0,0,0,0,0,0,0.77,0,0,0,0,0.77,0,0,0,cluster1
4192,0,0,51,0,0.71,2.939,0,0,97,0,0,0,0,2.15,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,cluster1
4193,0.188,0,51,0,0,2.686,0,0,137,0,0,0,0.64,1.29,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,cluster1
4194,0.048,0,47,0,0.27,1.873,0,0,118,0,0,0,0,3.3,0,0.27,0,0,0,0,0,0,0.55,0.27,0,0,0,0,0,cluster1
4195,0,0,47,0,0,1.963,1.04,0,108,0,0,0,0,4.52,0,1.39,0,0,0,0,0,0.34,0,0,0,0.34,0,0,0,cluster0
4196,0.817,0,15,0,1.2,1.857,0.6,0,39,0,0,0,0,1.8,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4197,0,0,47,0,2.12,4.117,0,0,70,0,0,0,0,2.12,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,cluster0
4198,0,0.857,47,0,1.85,2.918,0,0,108,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
4199,0,0,47,0,0,2.625,1.06,0,84,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4200,0.105,0,47,0,0,2.342,0,0,89,0,0,0,0,2.83,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
